distance,Logistic
3195,0.0321452220642063
3205,0.0319069037199374
3215,0.031670263829753
3225,0.031435291879443
3235,0.0312019774012688
3245,0.0309703099740608
3255,0.0307402792233091
3265,0.0305118748212488
3275,0.0302850864869393
3285,0.0300599039863373
3295,0.0298363171323654
3305,0.0296143157849738
3315,0.0293938898511974
3325,0.0291750292852071
3335,0.0289577240883559
3345,0.0287419643092201
3355,0.0285277400436348
3365,0.0283150414347245
3375,0.0281038586729292
3385,0.0278941819960251
3395,0.0276860016891407
3405,0.0274793080847684
3415,0.0272740915627709
3425,0.0270703425503833
3435,0.0268680515222115
3445,0.0266672090002246
3455,0.0264678055537447
3465,0.0262698317994308
3475,0.0260732784012601
3485,0.0258781360705043
3495,0.0256843955657014
3505,0.0254920476926253
3515,0.0253010833042494
3525,0.025111493300708
3535,0.0249232686292534
3545,0.0247364002842088
3555,0.0245508793069188
3565,0.0243666967856953
3575,0.0241838438557604
3585,0.0240023116991858
3595,0.0238220915448293
3605,0.0236431746682672
3615,0.0234655523917243
3625,0.0232892160840002
3635,0.0231141571603933
3645,0.0229403670826204
3655,0.0227678373587352
3665,0.0225965595430426
3675,0.0224265252360102
3685,0.0222577260841779
3695,0.0220901537800641
3705,0.0219238000620694
3715,0.0217586567143779
3725,0.0215947155668555
3735,0.0214319684949467
3745,0.0212704074195678
3755,0.0211100243069983
3765,0.0209508111687704
3775,0.0207927600615554
3785,0.0206358630870486
3795,0.0204801123918517
3805,0.020325500167353
3815,0.020172018649606
3825,0.0200196601192056
3835,0.0198684169011625
3845,0.0197182813647756
3855,0.0195692459235028
3865,0.0194213030348297
3875,0.0192744452001366
3885,0.0191286649645641
3895,0.0189839549168765
3905,0.018840307689324
3915,0.0186977159575034
3925,0.0185561724402163
3935,0.0184156698993276
3945,0.0182762011396208
3955,0.0181377590086525
3965,0.0180003363966064
3975,0.0178639262361442
3985,0.0177285215022569
3995,0.017594115212114
4005,0.0174607004249116
4015,0.0173282702417194
4025,0.0171968178053263
4035,0.0170663363000858
4045,0.016936818951759
4055,0.0168082590273576
4065,0.0166806498349854
4075,0.0165539847236792
4085,0.0164282570832484
4095,0.0163034603441144
4105,0.0161795879771478
4115,0.0160566334935062
4125,0.0159345904444708
4135,0.0158134524212816
4145,0.0156932130549724
4155,0.0155738660162056
4165,0.0154554050151051
4175,0.0153378238010899
4185,0.0152211161627057
4195,0.0151052759274574
4205,0.0149902969616399
4215,0.0148761731701689
4225,0.014762898496411
4235,0.0146504669220136
4245,0.0145388724667341
4255,0.0144281091882686
4265,0.0143181711820808
4275,0.0142090525812295
4285,0.014100747556197
4295,0.0139932503147162
4305,0.0138865551015974
4315,0.0137806561985562
4325,0.013675547924039
4335,0.0135712246330501
4345,0.0134676807169776
4355,0.0133649106034197
4365,0.0132629087560103
4375,0.0131616696742448
4385,0.0130611878933055
4395,0.0129614579838876
4405,0.0128624745520241
4415,0.0127642322389113
4425,0.0126667257207345
4435,0.0125699497084925
4445,0.0124738989478236
4455,0.0123785682188308
4465,0.0122839523359067
4475,0.0121900461475592
4485,0.012096844536237
4495,0.0120043424181551
4505,0.0119125347431201
4515,0.0118214164943562
4525,0.0117309826883313
4535,0.0116412283745825
4545,0.0115521486355426
4555,0.0114637385863664
4565,0.0113759933747571
4575,0.0112889081807932
4585,0.0112024782167555
4595,0.0111166987269538
4605,0.0110315649875549
4615,0.0109470723064102
4625,0.0108632160228832
4635,0.010779991507678
4645,0.0106973941626684
4655,0.0106154194207253
4665,0.0105340627455475
4675,0.0104533196314898
4685,0.0103731856033938
4695,0.0102936562164172
4705,0.0102147270558653
4715,0.0101363937370207
4725,0.0100586519049756
4735,0.00998149723446303
4745,0.00990492542968876
4755,0.00982893222416396
4765,0.00975351338053805
4775,0.00967866469043204
4785,0.00960438197427215
4795,0.00953066108112417
4805,0.00945749788852781
4815,0.00938488830233203
4825,0.00931282825653074
4835,0.00924131371309841
4845,0.00917034066182695
4855,0.00909990512016248
4865,0.00903000313304307
4875,0.00896063077273659
4885,0.00889178413867925
4895,0.00882345935731465
4905,0.00875565258193346
4915,0.0086883599925132
4925,0.00862157779555929
4935,0.00855530222394579
4945,0.00848952953675742
4955,0.00842425601913165
4965,0.00835947798210152
4975,0.00829519176243925
4985,0.00823139372249991
4995,0.00816808025006588
